file_name,y_min,y_max,y_mean,y_std,zcr_mean,zcr_min,zcr_max,spec_cent_min,spec_cent_mean,spec_roll_min,spec_roll_mean,rms_mean,flat_mean,flat_max,amp_mean,amp_min,melspec_mean,melspec_std,class
0_dB_fan/fan/id_00/normal/00000773.wav,-0.026548889,0.025436219,-5.624716e-07,0.0058044083,0.10965369417053364,0.0576171875,0.15380859375,1853.3208378512572,2105.1829514936962,4209.7412109375,4567.637035962877,0.005728013,0.0009892246,0.011150106,0.015913371,0.01035908,0.0072482633,0.034758728,0
0_dB_fan/fan/id_00/normal/00000632.wav,-0.0240124,0.023735328,-4.6118753e-06,0.00587433,0.07593962985788863,0.02685546875,0.12548828125,952.5083373249807,1524.3995756284007,2045.654296875,3373.768307714617,0.0058311564,0.0003854226,0.0010241308,0.016214805,0.010577928,0.0076576425,0.032696508,0
0_dB_fan/fan/id_00/normal/00000238.wav,-0.02762431,0.023215082,1.2375458e-06,0.00615929,0.037437916908352666,0.017578125,0.0966796875,809.0953339502254,1081.963248149657,1539.6240234375,2367.1535129060326,0.006126911,0.00018426897,0.0024131313,0.015449476,0.009412002,0.008834343,0.037003092,0
0_dB_fan/fan/id_00/normal/00000148.wav,-0.025296414,0.02467078,-4.694535e-08,0.0058712596,0.05502170642401392,0.02783203125,0.07373046875,1075.9889123863206,1220.1022132275484,1819.5556640625,2435.300355278422,0.0058376365,0.00023893733,0.004254726,0.015978104,0.009294235,0.008051827,0.031212773,0
0_dB_fan/fan/id_00/normal/00000388.wav,-0.029507194,0.026129132,-4.4659537e-06,0.00616852,0.05152216864849188,0.02392578125,0.07470703125,1018.9732485635776,1262.6635279988582,2131.787109375,2782.22973462877,0.006116182,0.00029993439,0.004802099,0.016088473,0.008529061,0.008755338,0.035058584,0
0_dB_fan/fan/id_00/normal/00000092.wav,-0.02623775,0.026027448,3.387286e-07,0.0060018017,0.0437504531612529,0.0234375,0.08984375,875.5003471810619,1051.5429469318178,1722.65625,2186.619337750145,0.0059699314,0.00017612039,0.0035530822,0.015433971,0.008114994,0.00832247,0.033148594,0
0_dB_fan/fan/id_00/normal/00000015.wav,-0.02385842,0.024652587,-4.7063527e-06,0.0061376155,0.02773006996809745,0.0107421875,0.0537109375,688.2178585177811,844.1885787630248,1238.1591796875,1673.7194229444606,0.0060611526,9.438208e-05,0.0012028145,0.014089268,0.0072304797,0.008846037,0.0491268,0
0_dB_fan/fan/id_00/normal/00000191.wav,-0.026289247,0.02522055,-2.4460478e-06,0.006175354,0.043527271244199535,0.021484375,0.06103515625,934.3030996876755,1086.2906833523145,1948.7548828125,2324.137067684165,0.0061384984,0.00018549961,0.001976498,0.016102258,0.009753037,0.00885624,0.03544423,0
0_dB_fan/fan/id_00/normal/00000995.wav,-0.029235754,0.022971157,6.0714723e-07,0.006236923,0.04558235752610209,0.01611328125,0.072265625,1027.964068146083,1222.4791640291999,1916.455078125,2637.6924802421695,0.006186018,0.00025414897,0.009407427,0.015848909,0.009937486,0.0091172,0.03991241,0
0_dB_fan/fan/id_00/normal/00000970.wav,-0.02696237,0.025947984,1.3217684e-06,0.006143165,0.03865805358178654,0.01806640625,0.05615234375,804.0090279602571,981.5287395486682,1518.0908203125,1945.4074939276393,0.0060805036,0.00014963718,0.0026594375,0.015415829,0.00926491,0.008784846,0.04220644,0
0_dB_fan/fan/id_00/normal/00000933.wav,-0.028677106,0.026967907,-3.2197515e-06,0.006241971,0.03670492858178654,0.0146484375,0.05615234375,767.8856436707895,981.7346376853887,1507.32421875,1969.9883197687066,0.0061851405,0.00014097942,0.002100324,0.015175211,0.008336779,0.009103345,0.042934485,0
0_dB_fan/fan/id_00/normal/00000150.wav,-0.025881402,0.02580745,9.1897795e-07,0.006023642,0.056745984991299306,0.0263671875,0.07666015625,1054.8253080796803,1232.4123426931792,1991.8212890625,2407.297199010296,0.005990937,0.00024586884,0.0045857513,0.016166452,0.010497557,0.008373607,0.031202946,0
0_dB_fan/fan/id_00/normal/00000808.wav,-0.023902062,0.024594221,3.324709e-06,0.0062505817,0.0403370160237819,0.0166015625,0.0595703125,868.1924669250978,999.538763415162,1733.4228515625,2067.7120907953886,0.006195687,0.00014573413,0.0024881517,0.015767187,0.009906739,0.009068272,0.040917575,0
0_dB_fan/fan/id_00/normal/00000054.wav,-0.028830154,0.026442407,-5.9475894e-07,0.0060641854,0.03397689783932715,0.01220703125,0.1103515625,747.910453195521,910.7489552313817,1431.9580078125,1830.8968174485208,0.006035566,0.0001234829,0.0018973206,0.015095266,0.008102085,0.0085953465,0.03466919,0
0_dB_fan/fan/id_00/normal/00000358.wav,-0.025823893,0.023965724,4.2161662e-07,0.005786606,0.05814172165023202,0.02587890625,0.07861328125,1070.4133292611227,1270.7919399060331,1959.521484375,2567.7720213710845,0.0057330956,0.00027375788,0.005120175,0.015262173,0.009123273,0.007814719,0.031836715,0
0_dB_fan/fan/id_00/normal/00000350.wav,-0.023098214,0.022416256,-1.7076105e-06,0.005655916,0.05607190762761021,0.025390625,0.08544921875,1054.26335842219,1222.8422025396003,1970.2880859375,2384.015359900667,0.005618955,0.00025787498,0.0041165734,0.014947664,0.0093691,0.007349801,0.02840679,0
0_dB_fan/fan/id_00/normal/00000896.wav,-0.026134988,0.022951815,1.236645e-07,0.0054328204,0.09825102414443156,0.025390625,0.15283203125,1284.799807024716,1744.8633087277954,2928.515625,3710.5056373259863,0.0053360914,0.00044644115,0.009963356,0.01482765,0.007016757,0.0060980003,0.026503772,0
0_dB_fan/fan/id_00/normal/00000052.wav,-0.023507122,0.023438185,1.4541358e-06,0.005390867,0.09543915857018562,0.037109375,0.1640625,1415.3153691212817,1807.0421448161178,3229.98046875,3979.5207933040892,0.0053609773,0.0006813429,0.0108611295,0.015012358,0.009460354,0.006259033,0.026332717,0
0_dB_fan/fan/id_00/normal/00000751.wav,-0.024993995,0.026443936,2.3888358e-06,0.0062145116,0.044680566632830626,0.025390625,0.06689453125,930.5549273190329,1099.6270477590685,1937.98828125,2351.690574699101,0.0061756466,0.00019565702,0.0040264013,0.016007992,0.0094100805,0.008943814,0.03773068,0
0_dB_fan/fan/id_00/normal/00000944.wav,-0.027589649,0.026723543,-3.6900865e-06,0.0064865462,0.03876794518561485,0.01708984375,0.060546875,848.3579748013493,1027.4581825876255,1776.4892578125,2150.6473974949245,0.006425758,0.00015136547,0.0014654766,0.016384812,0.010239856,0.009785565,0.048250094,0
0_dB_fan/fan/id_00/normal/00000669.wav,-0.026167043,0.025629712,9.2697354e-07,0.005612664,0.08786909984048724,0.0419921875,0.14794921875,1203.8993034741247,1674.2360202086372,2551.6845703125,3562.121383773202,0.0055674417,0.00063327944,0.00868157,0.015866034,0.010754133,0.0068730074,0.024476212,0
0_dB_fan/fan/id_00/normal/00000220.wav,-0.027604146,0.022840478,2.7123579e-06,0.006218985,0.05124574028422274,0.01953125,0.07373046875,1026.2771998529256,1218.4963492935879,1873.388671875,2446.166878897187,0.0061772675,0.00022403059,0.0045926874,0.016181335,0.009402019,0.009059007,0.03707369,0
0_dB_fan/fan/id_00/normal/00000378.wav,-0.023898225,0.026331987,-3.3669044e-06,0.006194746,0.04251898745649652,0.01171875,0.07080078125,859.2654182601036,1053.1624332132226,1722.65625,2138.3070235462587,0.0061501893,0.00017733854,0.0058099525,0.015958978,0.009869672,0.008920102,0.039632447,0
