file_name,y_min,y_max,y_mean,y_std,zcr_mean,zcr_min,zcr_max,spec_cent_min,spec_cent_mean,spec_roll_min,spec_roll_mean,rms_mean,flat_mean,flat_max,amp_mean,amp_min,melspec_mean,melspec_std,class
0_dB_slider/slider/id_00/normal/00000773.wav,-0.026870307,0.028763559,-1.3985018e-06,0.005327785,0.047630646389211134,0.02001953125,0.0693359375,1014.8010470523014,1372.5812942372254,2336.3525390625,3214.0928618039443,0.00526785,0.0003422031,0.007223576,0.013499271,0.0070901234,0.0066090208,0.029762188,0
0_dB_slider/slider/id_00/normal/00000632.wav,-0.024039794,0.028493041,-4.029802e-06,0.005364963,0.04187096686484919,0.01904296875,0.08740234375,720.0123143231895,985.6498336810673,1173.5595703125,2035.4622471360208,0.005330478,0.0001473376,0.0010542497,0.014137332,0.007546551,0.0066817747,0.024762766,0
0_dB_slider/slider/id_00/normal/00000238.wav,-0.025670776,0.027517898,5.779765e-07,0.0058775567,0.04500004531612529,0.01953125,0.0654296875,919.6689715000966,1086.0780066584723,1991.8212890625,2356.461852885731,0.0058454615,0.00018310499,0.0028891433,0.015399831,0.007992507,0.008053487,0.028966658,0
0_dB_slider/slider/id_00/normal/00000148.wav,-0.02280844,0.022871222,-2.906805e-07,0.005626055,0.05535251413863109,0.01953125,0.078125,1165.5223773053683,1394.7764449062727,2540.91796875,3284.7127750688805,0.0055814814,0.00032195408,0.010397337,0.014579686,0.008241733,0.0074183564,0.029872628,0
0_dB_slider/slider/id_00/normal/00000388.wav,-0.023352718,0.023599528,-5.806836e-07,0.005835952,0.04030302892981438,0.017578125,0.05859375,780.9144918787762,938.6083478772516,1582.6904296875,1914.2068318590486,0.005796532,0.00013127379,0.0045670727,0.015175154,0.008565899,0.007925326,0.02919847,0
0_dB_slider/slider/id_00/normal/00000092.wav,-0.02736661,0.025008218,7.08144e-07,0.0054486003,0.0635683276537123,0.04296875,0.09716796875,1084.757847189357,1303.3458008448695,1981.0546875,2532.92420424884,0.005402585,0.0002751486,0.0043848595,0.014706321,0.0081707835,0.0067920065,0.024926016,0
0_dB_slider/slider/id_00/normal/00000015.wav,-0.021186981,0.021425646,-1.1566267e-06,0.0051727174,0.0699114522911833,0.02685546875,0.10986328125,1296.765320569466,1565.6484740245596,2713.18359375,3668.8631203777554,0.005126149,0.00043334064,0.009796336,0.013875962,0.0076321447,0.006210064,0.024980346,0
0_dB_slider/slider/id_00/normal/00000191.wav,-0.022820288,0.02142707,-1.0271624e-06,0.0053420505,0.059496673796403714,0.0341796875,0.0830078125,1103.6296995745693,1302.5293803682232,2024.12109375,2583.5347257468097,0.0052981675,0.0002649497,0.0056255385,0.014010263,0.008533176,0.0066330745,0.025116187,0
0_dB_slider/slider/id_00/normal/00000995.wav,-0.021374013,0.026648039,2.4855962e-07,0.0052446374,0.06031009824535963,0.03076171875,0.07763671875,1082.5326639356244,1408.1923756497715,2304.052734375,3171.8757930321926,0.0051942943,0.00031623038,0.005111621,0.013762514,0.0072628814,0.006457069,0.028057624,0
0_dB_slider/slider/id_00/normal/00000970.wav,-0.023800047,0.030385705,2.690216e-07,0.0050138035,0.06359211861948956,0.037109375,0.083984375,1054.183839387858,1354.2664762841453,2013.3544921875,2769.764458109774,0.0049653165,0.0002683571,0.002546846,0.013386537,0.007523201,0.005911607,0.02513111,0
0_dB_slider/slider/id_00/normal/00000933.wav,-0.021355128,0.028014624,-1.1426711e-06,0.0050088274,0.06206723100348028,0.02734375,0.11181640625,1035.4106668614775,1684.363829522872,2465.5517578125,3619.751429723753,0.0048580747,0.00039239335,0.004000424,0.012252131,0.0059229406,0.0057770466,0.039128058,0
0_dB_slider/slider/id_00/normal/00000150.wav,-0.023795603,0.026488608,6.9955036e-08,0.0056286096,0.057838103610788866,0.02392578125,0.07958984375,1086.4230277914635,1361.9829853681292,2088.720703125,2998.5360059273494,0.0055811787,0.000272402,0.0035841165,0.014786034,0.008409533,0.007428664,0.03181152,0
